STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,
CPU type:,Intel Kabylake processor,
CPU clock:,1.799494904 GHz,
TABLE,Region v2_montaSL,Group 1 Raw,ENERGY,8
Region Info,HWThread 3,
RDTSC Runtime [s],3.253267,
call count,1,
Event,Counter,HWThread 3
INSTR_RETIRED_ANY,FIXC0,5152671000
CPU_CLK_UNHALTED_CORE,FIXC1,12070170000
CPU_CLK_UNHALTED_REF,FIXC2,5640879000
TEMP_CORE,TMP0,78
PWR_PKG_ENERGY,PWR0,39.7890
PWR_PP0_ENERGY,PWR1,30.4341
PWR_PP1_ENERGY,PWR2,0
PWR_DRAM_ENERGY,PWR3,2.5687
TABLE,Region v2_montaSL,Group 1 Metric,ENERGY,13
Metric,HWThread 3,
Runtime (RDTSC) [s],3.2533,
Runtime unhalted [s],6.7075,
Clock [MHz],3850.5009,
CPI,2.3425,
Temperature [C],78,
Energy [J],39.7890,
Power [W],12.2305,
Energy PP0 [J],30.4341,
Power PP0 [W],9.3549,
Energy PP1 [J],0,
Power PP1 [W],0,
Energy DRAM [J],2.5687,
Power DRAM [W],0.7896,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,
CPU type:,Intel Kabylake processor,
CPU clock:,1.799494904 GHz,
TABLE,Region v2_eliminacaoGauss,Group 1 Raw,ENERGY,8
Region Info,HWThread 3,
RDTSC Runtime [s],0.135022,
call count,1,
Event,Counter,HWThread 3
INSTR_RETIRED_ANY,FIXC0,528507500
CPU_CLK_UNHALTED_CORE,FIXC1,510570400
CPU_CLK_UNHALTED_REF,FIXC2,238823000
TEMP_CORE,TMP0,91
PWR_PKG_ENERGY,PWR0,2.2886
PWR_PP0_ENERGY,PWR1,1.8708
PWR_PP1_ENERGY,PWR2,0
PWR_DRAM_ENERGY,PWR3,0.1707
TABLE,Region v2_eliminacaoGauss,Group 1 Metric,ENERGY,13
Metric,HWThread 3,
Runtime (RDTSC) [s],0.1350,
Runtime unhalted [s],0.2837,
Clock [MHz],3847.0701,
CPI,0.9661,
Temperature [C],91,
Energy [J],2.2886,
Power [W],16.9497,
Energy PP0 [J],1.8708,
Power PP0 [W],13.8559,
Energy PP1 [J],0,
Power PP1 [W],0,
Energy DRAM [J],0.1707,
Power DRAM [W],1.2644,
