STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,
CPU type:,Intel Kabylake processor,
CPU clock:,1.798717425 GHz,
TABLE,Region v2_montaSL,Group 1 Raw,ENERGY,8
Region Info,HWThread 3,
RDTSC Runtime [s],0.000019,
call count,1,
Event,Counter,HWThread 3
INSTR_RETIRED_ANY,FIXC0,150101
CPU_CLK_UNHALTED_CORE,FIXC1,96066
CPU_CLK_UNHALTED_REF,FIXC2,44400
TEMP_CORE,TMP0,52
PWR_PKG_ENERGY,PWR0,0
PWR_PP0_ENERGY,PWR1,0.0033
PWR_PP1_ENERGY,PWR2,0
PWR_DRAM_ENERGY,PWR3,0
TABLE,Region v2_montaSL,Group 1 Metric,ENERGY,13
Metric,HWThread 3,
Runtime (RDTSC) [s],1.862079e-05,
Runtime unhalted [s],0.0001,
Clock [MHz],3891.7925,
CPI,0.6400,
Temperature [C],52,
Energy [J],0,
Power [W],0,
Energy PP0 [J],0.0033,
Power PP0 [W],177.0010,
Energy PP1 [J],0,
Power PP1 [W],0,
Energy DRAM [J],0,
Power DRAM [W],0,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,
CPU type:,Intel Kabylake processor,
CPU clock:,1.798717425 GHz,
TABLE,Region v2_eliminacaoGauss,Group 1 Raw,ENERGY,8
Region Info,HWThread 3,
RDTSC Runtime [s],0.000002,
call count,1,
Event,Counter,HWThread 3
INSTR_RETIRED_ANY,FIXC0,12333
CPU_CLK_UNHALTED_CORE,FIXC1,17868
CPU_CLK_UNHALTED_REF,FIXC2,8400
TEMP_CORE,TMP0,54
PWR_PKG_ENERGY,PWR0,0
PWR_PP0_ENERGY,PWR1,0.0020
PWR_PP1_ENERGY,PWR2,0
PWR_DRAM_ENERGY,PWR3,0
TABLE,Region v2_eliminacaoGauss,Group 1 Metric,ENERGY,13
Metric,HWThread 3,
Runtime (RDTSC) [s],1.558353e-06,
Runtime unhalted [s],9.933745e-06,
Clock [MHz],3826.1289,
CPI,1.4488,
Temperature [C],54,
Energy [J],0,
Power [W],0,
Energy PP0 [J],0.0020,
Power PP0 [W],1292.4928,
Energy PP1 [J],0,
Power PP1 [W],0,
Energy DRAM [J],0,
Power DRAM [W],0,
