STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,
CPU type:,Intel Kabylake processor,
CPU clock:,1.799978016 GHz,
TABLE,Region v2_montaSL,Group 1 Raw,L3CACHE,6
Region Info,HWThread 3,
RDTSC Runtime [s],20.293200,
call count,1,
Event,Counter,HWThread 3
INSTR_RETIRED_ANY,FIXC0,20583670000
CPU_CLK_UNHALTED_CORE,FIXC1,75001990000
CPU_CLK_UNHALTED_REF,FIXC2,35211530000
MEM_LOAD_RETIRED_L3_HIT,PMC0,3733876000
MEM_LOAD_RETIRED_L3_MISS,PMC1,263252400
UOPS_RETIRED_ALL,PMC2,20683320000
TABLE,Region v2_montaSL,Group 1 Metric,L3CACHE,7
Metric,HWThread 3,
Runtime (RDTSC) [s],20.2932,
Runtime unhalted [s],41.6683,
Clock [MHz],3834.0263,
CPI,3.6438,
L3 request rate,0.1933,
L3 miss rate,0.0127,
L3 miss ratio,0.0659,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,
CPU type:,Intel Kabylake processor,
CPU clock:,1.799978016 GHz,
TABLE,Region v2_eliminacaoGauss,Group 1 Raw,L3CACHE,6
Region Info,HWThread 3,
RDTSC Runtime [s],0.131864,
call count,1,
Event,Counter,HWThread 3
INSTR_RETIRED_ANY,FIXC0,528506700
CPU_CLK_UNHALTED_CORE,FIXC1,494481900
CPU_CLK_UNHALTED_REF,FIXC2,234429300
MEM_LOAD_RETIRED_L3_HIT,PMC0,6507269
MEM_LOAD_RETIRED_L3_MISS,PMC1,1527705
UOPS_RETIRED_ALL,PMC2,615645900
TABLE,Region v2_eliminacaoGauss,Group 1 Metric,L3CACHE,7
Metric,HWThread 3,
Runtime (RDTSC) [s],0.1319,
Runtime unhalted [s],0.2747,
Clock [MHz],3796.6950,
CPI,0.9356,
L3 request rate,0.0131,
L3 miss rate,0.0025,
L3 miss ratio,0.1901,
